"time","votecount"
1467758412.31288,4118089
1467758712.37349,4118099
1467759012.35731,4118112
1467759311.77441,4118123
1467759613.05873,4118135
1467759912.22263,4118140
1467760212.78227,4118146
1467760512.46066,4118154
1467760811.91083,4118160
1467761112.26948,4118168
1467761412.56452,4118171
1467761711.3561,4118177
1467762011.78403,4118183
1467762312.03544,4118188
1467762611.27945,4118195
1467762912.14986,4118200
1467763212.6642,4118203
1467763511.4767,4118208
1467763812.02438,4118212
1467764111.81982,4118218
1467764411.23128,4118221
1467764711.58317,4118223
1467765013.33019,4118225
1467765312.49172,4118227
1467765912.38455,4118229
1467766212.24303,4118232
1467766512.01059,4118233
1467766813.20065,4118235
1467767111.57176,4118239
1467767411.57478,4118240
1467767712.55685,4118243
1467768012.60059,4118245
1467768312.15393,4118246
1467768612.30296,4118248
1467768912.43013,4118249
1467769212.68293,4118250
1467769512.60204,4118252
1467769813.17578,4118254
1467770112.52605,4118255
1467770412.8081,4118255
1467770712.33635,4118258
1467771012.13722,4118259
1467771312.12262,4118260
1467771612.29564,4118261
1467771912.70461,4118261
1467772213.5272,4118263
1467772513.53436,4118264
1467772811.55414,4118265
1467773112.59378,4118268
1467773412.48011,4118269
1467773712.09319,4118269
1467774013.00079,4118271
1467774311.78263,4118273
1467774612.82032,4118273
1467774912.42225,4118275
1467775212.46089,4118275
1467775512.44701,4118279
1467775813.85836,4118279
1467776412.62098,4118284
1467776712.96837,4118287
1467777012.37761,4118288
1467777312.90481,4118289
1467777612.64911,4118291
1467777913.37091,4118292
1467778211.8401,4118294
1467778512.47684,4118297
1467778811.82191,4118301
1467779111.92301,4118301
1467779413.28931,4118302
1467779712.49519,4118302
1467780011.88734,4118304
1467780311.89696,4118305
1467780612.12506,4118307
1467780912.52214,4118308
1467781213.01601,4118312
1467781511.6979,4118314
1467781811.97667,4118317
1467782112.0084,4118321
1467782411.63739,4118324
1467782712.17033,4118329
1467783012.86077,4118332
1467783311.62327,4118335
1467783611.59411,4118341
1467783911.79408,4118348
1467784211.85451,4118351
1467784511.67548,4118357
1467784812.21085,4118367
1467785111.7963,4118371
1467785411.91908,4118375
1467785712.72084,4118378
1467786011.56718,4118386
1467786312.07588,4118396
1467786613.05138,4118400
1467786912.25804,4118407
1467787211.90223,4118412
1467787512.40403,4118423
1467787812.36351,4118435
1467795904.74186,4118812
1467796205.33714,4118832
1467796505.89301,4118851
1467796804.14739,4118865
1467797104.56382,4118879
1467797407.71694,4118901
1467797704.82557,4118915
1467798005.82638,4118932
1467798304.50015,4118948
1467798603.97558,4118961
1467798905.02086,4118977
1467799205.60997,4118990
1467799506.48327,4119008
1467799805.95721,4119028
1467800104.04369,4119043
1467800405.64428,4119058
1467800705.77982,4119076
1467801006.50868,4119092
1467801306.07556,4119106
1467801605.66766,4119120
1467801906.11312,4119132
1467802811.3848,4119186
1467803105.05128,4119197
1467803406.18816,4119216
1467803704.38632,4119231
1467804005.15043,4119236
1467804308.2069,4119247
1467804606.1938,4119258
1467804903.82497,4119277
1467805206.59438,4119293
1467805504.4774,4119307
1467805805.55998,4119322
1467806104.30563,4119340
1467806404.69856,4119356
1467806706.45054,4119370
1467807006.0219,4119383
1467807606.55679,4119407
1467807905.6035,4119421
1467808207.11918,4119429
1467808506.8874,4119440
1467808804.74914,4119448
1467809106.06166,4119461
1467809405.57831,4119474
1467809705.93532,4119479
1467810007.81261,4119495
1467810305.46451,4119508
1467810605.24474,4119523
1467810904.54175,4119532
1467811213.66384,4119541
1467811507.10354,4119559
1467811805.79106,4119573
1467812108.5458,4119579
1467812405.97042,4119593
1467812705.31268,4119607
1467813005.32247,4119621
1467813304.22853,4119634
1467813903.60058,4119649
1467814512.42947,4119672
1467814808.58138,4119687
1467815103.88604,4119700
1467815405.56381,4119709
1467815705.18334,4119730
1467816004.94906,4119741
1467816306.53396,4119756
1467816604.16614,4119768
1467817206.44018,4119802
1467817504.47922,4119811
1467817804.9849,4119825
1467818105.34415,4119839
1467818404.20329,4119860
1467818704.75268,4119863
1467819006.47725,4119873
1467819305.77132,4119889
1467819604.51731,4119906
1467819904.15276,4119921
1467820204.09325,4119941
1467820504.05575,4119953
1467834009.61993,4120511
1467834304.69378,4120516
1467834612.19931,4120531
1467834912.30671,4120550
1467835213.66535,4120565
1467835512.45144,4120587
1467835811.59223,4120602
1467836111.98303,4120609
1467836411.6279,4120624
1467836711.91129,4120641
1467837012.27139,4120656
1467837311.52425,4120667
1467837611.79377,4120680
1467837911.24202,4120693
1467838211.47935,4120708
1467838812.45231,4120739
1467839412.18508,4120769
1467839712.45906,4120787
1467840012.02781,4120805
1467840311.7342,4120819
1467840612.55655,4120836
1467840911.93897,4120847
1467841512.0023,4120868
1467841811.49172,4120885
1467842412.37659,4120916
1467843012.27153,4120934
1467843613.43517,4120959
1467843912.10673,4120971
1467844212.3116,4120975
1467844512.02484,4120989
1467844812.40923,4120994
1467845113.02891,4121005
1467845411.49674,4121016
1467845711.65822,4121020
1467846012.47766,4121028
1467846612.2957,4121041
1467846912.25983,4121045
1467847212.37859,4121049
1467847512.43996,4121055
1467847812.15317,4121062
1467848412.30072,4121078
1467848711.61965,4121083
1467849312.1092,4121094
1467849612.41039,4121097
1467849911.76325,4121101
1467850513.01063,4121108
1467850811.84642,4121110
1467851111.98378,4121111
1467852312.00773,4121116
1467852611.73541,4121116
1467853213.3425,4121122
1467853811.28941,4121124
1467854112.71377,4121124
1467854413.92048,4121124
1467854712.19763,4121125
1467855313.17251,4121129
1467855911.95874,4121134
1467856211.82704,4121134
1467856512.86319,4121134
1467856813.4325,4121135
1467857112.09777,4121136
1467857712.49866,4121137
1467858012.72766,4121138
1467858312.20649,4121140
1467858912.96089,4121142
1467859211.83968,4121142
1467859512.52334,4121143
1467859813.3802,4121146
1467860112.73706,4121149
1467860413.30637,4121149
1467860712.77905,4121151
1467861312.99761,4121155
1467861612.64347,4121156
1467861912.19433,4121159
1467862212.69807,4121160
1467862813.10215,4121161
1467863112.20864,4121163
1467864013.50105,4121164
1467864313.24207,4121165
1467864613.30533,4121166
1467864912.22097,4121167
1467865211.17243,4121167
1467865513.35164,4121167
1467866111.76566,4121168
1467866411.56243,4121170
1467866713.39979,4121170
1467867011.82088,4121171
1467867312.39541,4121172
1467867612.35562,4121175
1467868211.81954,4121178
1467868812.33553,4121180
1467869711.16084,4121190
1467870012.07106,4121196
1467870312.33452,4121200
1467870611.4179,4121203
1467871212.59285,4121212
1467871512.16536,4121216
1467871812.24946,4121223
1467872113.42359,4121224
1467872412.39065,4121227
1467872712.26441,4121233
1467873012.6651,4121239
1467873311.55141,4121243
1467873611.76823,4121248
1467874212.24251,4121256
1467874512.57603,4121265
1467875113.09534,4121279
1467875411.86999,4121286
1467875711.29828,4121298
1467876312.11598,4121320
1467876612.23971,4121328
1467876912.09485,4121335
1467877211.78887,4121343
1467877812.03141,4121356
1467878412.98595,4121375
1467878711.2347,4121388
1467879311.75876,4121409
1467879611.80686,4121422
1467879912.87677,4121437
1467880511.59839,4121456
1467880813.43935,4121467
1467881111.77589,4121478
1467881711.75377,4121505
1467882012.33306,4121511
1467882312.59163,4121520
1467882612.22176,4121531
1467882912.58478,4121549
1467883212.18643,4121556
1467883812.41334,4121575
1467884111.77022,4121588
1467884413.39402,4121602
1467884711.71481,4121618
1467885312.09523,4121644
1467885913.364,4121665
1467886212.23355,4121678
1467886512.09772,4121689
1467886812.04714,4121699
1467887111.89288,4121710
1467887413.11171,4121723
1467887711.79181,4121734
1467888011.31093,4121745
1467888312.23193,4121759
1467888911.19363,4121779
1467889212.41236,4121786
1467889512.34029,4121795
1467889811.76885,4121805
1467890111.95176,4121819
1467890712.86317,4121844
1467891013.08556,4121864
1467891612.34511,4121882
1467891912.28666,4121892
1467892211.43781,4121901
1467892813.0686,4121928
1467893111.81811,4121937
1467893411.55256,4121949
1467894013.37319,4121975
1467894612.16863,4121993
1467894912.0923,4121999
1467895513.32587,4122021
1467896111.87346,4122040
1467896412.86287,4122051
1467896713.42487,4122062
1467897011.98245,4122069
1467897312.03296,4122080
1467897612.08297,4122094
1467898212.54989,4122115
1467898511.65943,4122124
1467898811.85404,4122136
1467899111.53632,4122157
1467899411.77209,4122163
1467900012.43932,4122181
1467900311.0009,4122190
1467900611.24124,4122204
1467901211.90524,4122231
1467901511.62275,4122248
1467901812.4808,4122259
1467902113.36553,4122266
1467902412.07544,4122283
1467902712.43323,4122292
1467903011.30968,4122310
1467903612.91595,4122332
1467903912.37177,4122338
1467904211.5646,4122348
1467904511.89997,4122362
1467905113.04204,4122375
1467905413.01057,4122380
1467905711.12777,4122389
1467906311.51352,4122412
1467906611.90019,4122428
1467906913.25245,4122436
1467907212.61795,4122451
1467907511.45716,4122460
1467907813.41177,4122468
1467908411.66514,4122488
1467908711.69964,4122502
1467909013.34698,4122509
1467909311.90161,4122520
1467909611.95406,4122533
1467909911.5822,4122543
1467910511.36893,4122560
1467911111.35638,4122580
1467912012.16397,4122612
1467912312.11224,4122622
1467912612.31257,4122632
1467912911.45874,4122639
1467913511.73811,4122654
1467913811.95299,4122662
1467914111.82365,4122671
1467914413.42867,4122679
1467914712.10135,4122681
1467915011.95903,4122694
1467915311.71755,4122705
1467915612.62317,4122713
1467915911.90502,4122718
1467916511.942,4122737
1467916811.57796,4122748
1467917413.11632,4122767
1467917712.13139,4122777
1467918012.93121,4122785
1467918912.05027,4122817
1467919211.84988,4122832
1467919512.23119,4122840
1467920112.48955,4122861
1467920711.56547,4122876
1467921012.18202,4122888
1467921612.27078,4122911
1467921911.5746,4122918
1467922812.33907,4122952
1467923111.57614,4122961
1467923412.4454,4122975
1467924012.15599,4122994
1467924312.02014,4123009
1467924612.03684,4123017
1467924911.85314,4123033
1467925212.73783,4123044
1467925512.62823,4123052
1467926111.89554,4123071
1467926411.73375,4123086
1467926713.37624,4123098
1467927012.61041,4123116
1467927611.45982,4123127
1467928512.42903,4123165
1467928812.79857,4123173
1467929112.40802,4123179
1467929411.36763,4123193
1467929713.06921,4123204
1467930012.03681,4123216
1467930311.45761,4123229
1467930612.37116,4123237
1467931211.74499,4123244
1467931512.10535,4123254
1467931811.74912,4123259
1467932112.11065,4123262
1467932413.11604,4123267
1467933012.01595,4123277
1467933312.35192,4123285
1467933911.62687,4123293
1467934511.14883,4123302
1467935113.04257,4123311
1467935411.65023,4123315
1467935712.47392,4123318
1467936313.37257,4123322
1467936912.12026,4123327
1467937211.44021,4123327
1467937813.33996,4123330
1467938412.1228,4123334
1467938711.94501,4123336
1467939013.43876,4123338
1467939312.26037,4123339
1467939612.48735,4123339
1467939911.65717,4123342
1467940512.48522,4123344
1467940811.34259,4123348
1467941112.91746,4123349
1467941413.63334,4123352
1467941711.63414,4123355
1467942312.71112,4123355
1467942611.6554,4123356
1467943512.10471,4123360
1467943812.06356,4123360
1467944413.43439,4123362
1467944712.75991,4123362
1467945013.98296,4123362
1467945312.35396,4123363
1467945911.66938,4123364
1467946212.59523,4123365
1467946511.91779,4123366
1467946813.60722,4123366
1467947413.29807,4123367
1467947712.546,4123367
1467948012.2135,4123369
1467948612.93581,4123371
1467948912.67265,4123373
1467949213.34354,4123374
1467949511.72083,4123375
1467949811.90903,4123377
1467950113.36594,4123378
1467950711.85561,4123378
1467951012.36444,4123379
1467951313.50822,4123382
1467951612.64008,4123384
1467951911.69156,4123386
1467952212.77892,4123387
1467952813.24632,4123389
1467953412.46898,4123390
1467954311.93728,4123396
1467954611.9961,4123397
1467954911.81368,4123398
1467955211.7495,4123401
1467955812.75437,4123407
1467956111.41018,4123407
1467956412.034,4123409
1467957011.60567,4123415
1467957311.75443,4123416
1467957612.61133,4123420
1467957911.41309,4123423
1467958211.81942,4123426
1467958811.84145,4123435
1467959112.18648,4123437
1467959713.07657,4123445
1467960011.65161,4123447
1467960311.6814,4123448
1467960911.24492,4123462
1467961213.00869,4123470
1467961511.41786,4123474
1467961811.27835,4123479
1467962411.75388,4123486
1467963012.6838,4123497
1467963312.42023,4123498
1467963912.12328,4123515
1467964212.71607,4123519
1467964511.39973,4123523
1467965111.83102,4123532
1467965412.19822,4123540
1467965712.08481,4123546
1467966312.10766,4123559
1467966612.35227,4123569
1467966912.00404,4123577
1467967211.04337,4123585
1467967511.37741,4123589
1467967812.08523,4123596
1467968412.80822,4123616
1467968711.50492,4123627
1467969013.41444,4123636
1467969311.68278,4123647
1467969911.6279,4123664
1467970811.86459,4123681
1467971111.9373,4123688
1467971412.28966,4123699
1467971711.76209,4123710
1467972013.0579,4123715
1467972311.34099,4123719
1467972611.44518,4123725
1467972912.5074,4123735
1467973512.5972,4123749
1467973813.0936,4123759
1467974111.80545,4123768
1467974411.68516,4123777
1467974712.17645,4123783
1467975311.81703,4123798
1467975612.64271,4123807
1467976211.69344,4123821
1467976512.45406,4123826
1467976812.01964,4123837
1467977413.00591,4123850
1467977711.62954,4123863
1467978011.46212,4123868
1467978613.35295,4123886
1467979212.96925,4123901
1467979512.04195,4123902
1467980113.31028,4123906
1467980711.50479,4123918
1467981013.07741,4123927
1467981313.39799,4123939
1467981611.94127,4123949
1467981911.3916,4123955
1467982211.72443,4123959
1467982812.48672,4123972
1467983111.45268,4123974
1467983412.10929,4123980
1467983712.04432,4123988
1467984012.11163,4123996
1467984613.22257,4124015
1467984912.23372,4124026
1467985211.88754,4124041
1467985811.56163,4124050
1467986112.07689,4124055
1467986412.63759,4124062
1467987011.96643,4124072
1467987311.93575,4124083
1467987612.1984,4124093
1467988212.4789,4124103
1467988512.55408,4124104
1467988812.46836,4124110
1467989713.06626,4124127
1467990012.72843,4124130
1467990311.77333,4124133
1467990911.75357,4124149
1467991211.7704,4124156
1467991513.27764,4124163
1467992111.627,4124174
1467992413.40907,4124180
1467993011.80412,4124196
1467993312.06918,4124201
1467993613.32361,4124207
1467993911.7177,4124210
1467994211.4038,4124216
1467994512.26261,4124218
1467995112.00473,4124235
1467995712.18203,4124243
1467996612.14882,4124263
1467996912.2832,4124269
1467997212.5286,4124274
1467997511.77998,4124284
1467998111.32188,4124293
1467998411.83943,4124296
1467998711.95864,4124301
1467999013.40732,4124305
1467999312.52705,4124310
1467999611.68609,4124315
1467999911.8032,4124324
1468000212.18879,4124329
1468000511.32163,4124336
1468001112.27562,4124342
1468001412.09694,4124349
1468002013.12877,4124362
1468002311.55932,4124369
1468002612.45855,4124378
1468003211.9072,4124393
1468003511.48948,4124400
1468003811.91958,4124412
1468004112.52161,4124418
1468004711.65825,4124432
1468005311.52159,4124446
1468005612.36027,4124451
1468006212.50477,4124468
1468006512.58019,4124481
1468006811.39783,4124489
1468007411.65762,4124509
1468007712.12777,4124517
1468008012.99298,4124529
1468008611.91149,4124548
1468008912.39247,4124561
1468009212.01583,4124573
1468009511.59293,4124583
1468009812.40489,4124590
1468010112.6876,4124609
1468010711.46231,4124635
1468011011.59994,4124658
1468011612.25342,4124671
1468012211.80782,4124698
1468012813.33636,4124716
1468013111.75673,4124732
1468013412.58552,4124746
1468013711.82126,4124757
1468014012.83271,4124767
1468014313.065,4124778
1468014612.06242,4124793
1468014911.94949,4124808
1468015212.83604,4124824
1468015811.57731,4124843
1468016112.2169,4124860
1468016411.80569,4124870
1468016711.33649,4124881
1468017012.90556,4124892
1468017612.28483,4124915
1468017911.43735,4124923
1468018512.41143,4124942
1468018812.68776,4124949
1468019111.69203,4124958
1468019713.07329,4124978
1468020011.68699,4124987
1468020311.52247,4124994
1468020913.36134,4125007
1468021511.98796,4125024
1468021811.66338,4125030
1468022413.38533,4125043
1468023011.39062,4125056
1468023311.48427,4125060
1468023613.39207,4125070
1468023911.73037,4125073
1468024212.54965,4125076
1468024511.41982,4125079
1468025111.46219,4125088
1468025411.34519,4125092
1468025711.52209,4125099
1468026012.87872,4125106
1468026312.36399,4125107
1468026912.47147,4125110
1468027212.80869,4125118
1468027512.02576,4125121
1468028412.19897,4125133
1468028711.15414,4125136
1468029013.26235,4125137
1468029312.21237,4125137
1468029913.13119,4125144
1468030212.96823,4125148
1468030512.55088,4125149
1468031112.71898,4125154
1468031412.90756,4125157
1468031713.44951,4125160
1468032012.08114,4125160
1468032312.67056,4125160
1468032613.37239,4125160
1468033213.84025,4125169
1468033513.36972,4125169
1468033813.34512,4125173
1468034111.72972,4125177
1468034411.91781,4125179
1468034713.0401,4125182
1468035311.78704,4125184
1468035912.03269,4125189
1468036812.8678,4125192
1468037112.95198,4125196
1468037412.86313,4125197
1468037712.77902,4125200
1468038312.99699,4125205
1468038612.91837,4125209
1468038911.70136,4125212
1468039213.62191,4125215
1468039512.63936,4125222
1468039812.35259,4125223
1468040113.37879,4125228
1468040412.56005,4125233
1468040712.42645,4125239
1468041312.40008,4125245
1468041612.01669,4125248
1468042213.12597,4125259
1468042512.49904,4125268
1468042812.19468,4125275
1468043712.45676,4125302
1468044012.61768,4125307
1468044312.21986,4125312
1468044911.36729,4125336
1468045511.68673,4125364
1468046411.94451,4125425
1468046711.69522,4125446
1468047012.02623,4125455
1468047612.98232,4125455
1468047912.03371,4125477
1468048211.2739,4125507
1468048812.25898,4125552
1468049112.16669,4125564
1468049412.93529,4125590
1468049711.68915,4125615
1468050012.10946,4125641
1468050311.17606,4125660
1468050911.93787,4125695
1468051212.64158,4125723
1468051513.42289,4125760
1468051811.77459,4125791
1468052411.87812,4125852
1468053013.42618,4125903
1468053312.43618,4125925
1468053611.74616,4125948
1468053911.33112,4125985
1468054212.17611,4126017
1468054813.22441,4126072
1468055111.06701,4126097
1468055412.22228,4126129
1468056011.9033,4126192
1468056311.41611,4126216
1468056612.98401,4126246
1468056911.96019,4126280
1468057212.54477,4126319
1468057811.83352,4126379
1468058112.1367,4126410
1468058711.56554,4126461
1468059011.67077,4126494
1468059312.11053,4126516
1468059913.10792,4126582
1468060212.88282,4126617
1468060511.34383,4126653
1468061113.37987,4126713
1468061712.00962,4126755
1468062012.53697,4126783
1468062613.37501,4126835
1468063211.85445,4126883
1468063512.2485,4126896
1468063813.60309,4126921
1468064112.91766,4126946
1468064720.91599,4126988
1468065011.15875,4127010
1468065311.57627,4127029
1468065612.83726,4127048
1468065911.27379,4127065
1468066211.76903,4127086
1468066512.1398,4127107
1468066811.33768,4127124
1468067111.09801,4127142
1468067412.52992,4127159
1468067711.95589,4127180
1468068011.76272,4127199
1468068312.44448,4127217
1468068611.50686,4127232
1468068912.35814,4127247
1468069212.84264,4127260
1468069511.96195,4127279
1468069811.68699,4127299
1468070111.32955,4127316
1468070411.98416,4127329
1468070711.73837,4127344
1468071012.18377,4127360
1468071312.23437,4127368
1468071611.84988,4127386
1468071911.57681,4127404
1468072211.23194,4127421
1468072512.68764,4127433
1468072813.27558,4127449
1468073112.10905,4127466
1468073412.46601,4127483
1468073711.8453,4127502
1468074012.01229,4127511
1468074311.75348,4127525
1468074612.45855,4127536
1468074911.22053,4127552
1468075211.39408,4127563
1468075511.88467,4127573
1468075811.97522,4127591
1468076112.04668,4127608
1468076412.29382,4127619
1468076711.99701,4127633
1468077011.37116,4127643
1468077312.09162,4127660
1468077612.02097,4127670
1468077912.83549,4127676
1468078212.45681,4127691
1468078511.61954,4127698
1468078811.49513,4127714
1468079112.36089,4127723
1468079412.37168,4127737
1468079711.82691,4127758
1468080012.55633,4127774
1468080311.32876,4127785
1468080611.6801,4127792
1468080911.44359,4127801
1468081212.01261,4127813
1468081511.77685,4127827
1468081812.5786,4127844
1468082111.35327,4127859
1468082411.49649,4127869
1468082711.80464,4127882
1468083011.79167,4127891
1468083311.27948,4127903
1468083612.57563,4127919
1468083912.07948,4127929
1468084211.73253,4127943
1468084511.99721,4127951
1468085112.19384,4127977
1468085412.45118,4127987
1468085711.18466,4127995
1468086012.28806,4128005
1468086312.13716,4128015
1468086612.25883,4128024
1468086911.68251,4128040
1468087212.3606,4128047
1468087511.70926,4128058
1468087811.62362,4128066
1468088112.0344,4128080
1468088411.30872,4128090
1468088711.66604,4128112
1468089012.90035,4128121
1468089311.47298,4128136
1468089611.75955,4128149
1468089911.78777,4128163
1468090212.12102,4128174
1468090512.13739,4128184
1468090812.35381,4128195
1468091112.02795,4128210
1468091411.61056,4128219
1468091712.06927,4128228
1468092011.94959,4128238
1468092312.09722,4128245
1468092612.83516,4128249
1468092911.81303,4128257
1468093211.95964,4128266
1468093511.14236,4128277
1468093811.10978,4128286
1468094111.44604,4128295
1468094412.03949,4128304
1468094712.45122,4128312
1468095012.08702,4128324
1468095311.61938,4128332
1468095611.83993,4128340
1468095911.11547,4128349
1468096212.43984,4128361
1468096511.59623,4128364
1468096812.01464,4128372
1468097111.52602,4128379
1468097412.23246,4128386
1468097711.23706,4128396
1468098012.43514,4128406
1468098311.43315,4128416
1468098611.94512,4128426
1468098911.58835,4128433
1468099212.09714,4128439
1468099512.32161,4128448
1468099812.72632,4128462
1468100111.74141,4128473
1468100411.49649,4128478
1468100712.11594,4128488
1468101011.46565,4128494
1468101312.22871,4128501
1468101612.26278,4128510
1468101911.82038,4128516
1468102212.05902,4128522
1468102512.67914,4128532
1468102811.5765,4128539
1468103111.36351,4128547
1468103412.3225,4128554
1468103712.14942,4128562
1468104012.0765,4128567
1468104312.12346,4128574
1468104611.52125,4128580
1468104911.54348,4128586
1468105212.93976,4128597
1468105511.76924,4128601
1468105811.97849,4128603
1468106111.29194,4128607
1468106411.3749,4128612
1468106711.27902,4128617
1468107012.96979,4128621
1468107312.3636,4128630
1468107612.03999,4128634
1468107911.24623,4128637
1468108211.25302,4128640
1468108511.41475,4128643
1468108812.31766,4128648
1468109111.58907,4128651
1468109411.90748,4128655
1468109711.77488,4128658
1468110011.5612,4128660
1468110612.97708,4128666
1468110912.24644,4128669
1468111211.35476,4128672
1468111512.15542,4128673
1468111811.33355,4128675
1468112111.99288,4128676
1468112412.8157,4128676
1468112711.14509,4128676
1468113011.85412,4128678
1468113312.57559,4128680
1468113612.68775,4128682
1468113911.65735,4128683
1468114213.03119,4128686
1468114512.33057,4128687
1468114812.07583,4128690
1468115112.22819,4128694
1468115411.35753,4128695
1468115711.8077,4128695
1468116012.42223,4128697
1468116312.41561,4128697
1468116613.0611,4128698
1468116911.75849,4128699
1468117211.93054,4128702
1468117511.38031,4128703
1468117813.02493,4128704
1468118112.23302,412
1468188011.60625,4129797
1468188310.9227,4129802
1468188611.13921,4129809
1468188911.57261,4129814
1468189210.84995,4129821
1468189511.14304,4129828
1468189810.82566,4129835
1468190111.31585,4129838
1468190411.5848,4129840
1468190710.87247,4129841
1468191010.87062,4129845
1468191311.18655,4129849
1468191611.45355,4129851
1468191910.81457,4129853
1468192211.04933,4129855
1468192511.32463,4129859
1468192810.6496,4129862
1468193110.96815,4129865
1468193411.42222,4129867
1468193710.83107,4129868
1468194011.1277,4129874
1468194311.40259,4129875
1468194610.71366,4129878
1468194911.00462,4129880
1468195211.25076,4129882
1468195511.09674,4129885
1468195811.42894,4129886
1468196110.73613,4129886
1468196411.00256,4129889
1468196711.27986,4129889
1468197011.53013,4129890
1468197310.87863,4129891
1468197611.19619,4129893
1468197911.52842,4129893
1468198211.04135,4129896
1468198511.39696,4129896
1468198810.77309,4129898
1468199111.24549,4129900
1468199411.44946,4129900
1468199711.42403,4129901
1468200010.78587,4129902
1468200311.59019,4129902
1468200611.35822,4129903
1468200911.06277,4129903
1468201211.36447,4129903
1468201511.84347,4129903
1468201811.07078,4129903
1468202111.42959,4129904
1468202411.76141,4129905
1468202711.6669,4129906
1468203011.29934,4129906
1468203311.57414,4129906
1468203610.93982,4129907
1468203911.17615,4129907
1468204211.51433,4129907
1468204510.89178,4129907
1468204811.14531,4129908
1468205111.48527,4129908
1468304704.18402,4130978
1468305004.67712,4130978
1468305304.87596,4130978
1468305604.36884,4130980
1468305905.79004,4130981
1468306204.13155,4130983
1468306503.96258,4130985
1468306803.49848,4130989
1468307105.16521,4130990
1468337403.04775,4131586
1468337702.6349,4131622
1468338003.26741,4131658
1468338303.24007,4131691
1468338602.99746,4131716
1468338902.92822,4131755
1468339202.79637,4131786
1468339502.65542,4131820
1468339803.51371,4131848
1468340102.83561,4131888
1468340403.69698,4131924
1468484712.22007,4137134
1468485011.50299,4137141
1468485312.19043,4137143
1468485611.65918,4137149
1468485911.12697,4137153
1468486211.69806,4137155
